Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
63488,Tide Guardian Day Day,Hazel,Society & Social Sciences,Religious Groups Studies,Kindle Edition,307.65,4.0,16.0,//www.additional_for_examination/63488
63489,Quest Saga Silent,Aria Brown,Society & Social Sciences,Religious Groups Studies,Kindle Edition,722.74,1.2,51.0,//www.additional_for_examination/63489
63490,Scarlet Shattered Found,Mia,Society & Social Sciences,Religious Groups Studies,Hardcover,201.95,1.3,71.0,//www.additional_for_examination/63490
63491,Rising Ash Last Ancient,Owen,Society & Social Sciences,Religious Groups Studies,Hardcover,415.57,2.8,49.0,//www.additional_for_examination/63491
63492,Hidden Ash Silver,Mia Bennett,Society & Social Sciences,Religious Groups Studies,Hardcover,195.42,0.1,73.0,//www.additional_for_examination/63492
63493,Glimmer Noble Lunar Chronicle,Nathan,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,992.9,0.4,96.0,//www.additional_for_examination/63493
63494,Mountain Silentwood Chronicle Iron,Naomi,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,556.58,1.8,86.0,//www.additional_for_examination/63494
63495,Wave Distant Silentwood,Ella,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,906.27,3.7,61.0,//www.additional_for_examination/63495
63496,Stone Majestic Onyx Winter,Scarlett Cooper,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,28.16,2.6,15.0,//www.additional_for_examination/63496
63497,Majestic Hidden Memory,Andrew Howard,Society & Social Sciences,Religious Groups Studies,Paperback,995.83,0.0,93.0,//www.additional_for_examination/63497
63498,Found Quest Fallen Lost,Ava Gray,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,311.0,3.4,70.0,//www.additional_for_examination/63498
63499,Mountain Veil Wild,Julian Martin,Society & Social Sciences,Religious Groups Studies,Paperback,584.82,4.8,63.0,//www.additional_for_examination/63499
63500,Cinder Rising Tide Onyx,Hudson,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,188.23,0.1,72.0,//www.additional_for_examination/63500
63501,Silent Star Empire,Aria,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,991.65,4.9,59.0,//www.additional_for_examination/63501
63502,Day Broken Whispering,Hudson Peterson,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,496.78,2.2,35.0,//www.additional_for_examination/63502
63503,Fable Frost Summer,Charlotte,Society & Social Sciences,Religious Groups Studies,Paperback,256.45,2.7,6.0,//www.additional_for_examination/63503
63504,Star Fate Harvest Iron,Andrew,Society & Social Sciences,Religious Groups Studies,Kindle Edition,28.83,3.8,32.0,//www.additional_for_examination/63504
63505,Whirlpool Dusk Fate Spirit,Leo,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,874.89,4.8,15.0,//www.additional_for_examination/63505
63506,Scarlet Wave Spring Majestic,Jacob Bailey,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,312.52,1.2,24.0,//www.additional_for_examination/63506
63507,Obsidian Lunar Dawn Storm,Aiden Wilson,Society & Social Sciences,Religious Groups Studies,Kindle Edition,532.88,1.0,37.0,//www.additional_for_examination/63507
63508,Grace Midnight Harvest,Harper,Society & Social Sciences,Religious Groups Studies,Paperback,716.19,1.1,2.0,//www.additional_for_examination/63508
63509,Shadow Pulse Harmony Lunar,Anna Edwards,Society & Social Sciences,Religious Groups Studies,Paperback,874.44,1.2,95.0,//www.additional_for_examination/63509
63510,Whispering Glass Dragon Veil,David James,Society & Social Sciences,Religious Groups Studies,Paperback,404.18,2.8,73.0,//www.additional_for_examination/63510
63511,Distant Scarlet Glass,Hazel Garcia,Society & Social Sciences,Religious Groups Studies,Kindle Edition,473.98,3.1,12.0,//www.additional_for_examination/63511
63512,Lost Last Phoenix,Layla Hill,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,574.29,2.5,44.0,//www.additional_for_examination/63512
63513,Cinder Broken Quest Chronicle,Hannah,Society & Social Sciences,Religious Groups Studies,Kindle Edition,41.61,1.8,38.0,//www.additional_for_examination/63513
63514,Spring Saga Storm Dusk,Violet Adams,Society & Social Sciences,Religious Groups Studies,Kindle Edition,96.32,3.2,22.0,//www.additional_for_examination/63514
63515,Majestic Roaring Glass,Alexander Smith,Society & Social Sciences,Religious Groups Studies,Paperback,620.03,3.5,71.0,//www.additional_for_examination/63515
63516,Spring Ancient Fate,Emily Cooper,Society & Social Sciences,Religious Groups Studies,Paperback,182.98,0.6,4.0,//www.additional_for_examination/63516
63517,Veil Glimmer Crystal Pulse,Layla Carter,Society & Social Sciences,Religious Groups Studies,Kindle Edition,160.56,2.0,29.0,//www.additional_for_examination/63517
63518,Silentwood Lunar Empire,Nathan,Society & Social Sciences,Religious Groups Studies,Kindle Edition,709.64,4.7,100.0,//www.additional_for_examination/63518
63519,Scarlet Shadowfall Scarlet Guardian,Elena,Society & Social Sciences,Religious Groups Studies,Paperback,315.65,2.8,97.0,//www.additional_for_examination/63519
63520,Golden Memory Onyx Fire,James,Society & Social Sciences,Religious Groups Studies,Hardcover,357.25,3.1,49.0,//www.additional_for_examination/63520
63521,Frost Ash Distant,Laura,Society & Social Sciences,Religious Groups Studies,Paperback,473.22,3.5,46.0,//www.additional_for_examination/63521
63522,Wildfire Phoenix Onyx,Logan Roberts,Society & Social Sciences,Religious Groups Studies,Hardcover,211.89,3.5,16.0,//www.additional_for_examination/63522
63523,Rising Lunar Willow,Abigail,Society & Social Sciences,Religious Groups Studies,Hardcover,719.29,2.9,48.0,//www.additional_for_examination/63523
63524,Silentwood Forest Radiant River,Clara,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,889.59,2.5,70.0,//www.additional_for_examination/63524
63525,Hidden Ancient Valley,Aaliyah,Society & Social Sciences,Religious Groups Studies,Hardcover,789.66,1.0,64.0,//www.additional_for_examination/63525
63526,Midnight Fury Majestic,Evan,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,773.73,3.0,32.0,//www.additional_for_examination/63526
63527,Dragon Majestic Mountain,Daniel,Society & Social Sciences,Religious Groups Studies,Kindle Edition,43.77,2.4,82.0,//www.additional_for_examination/63527
63528,Scarlet Horizon Lunar Horizon,Grace,Society & Social Sciences,Religious Groups Studies,Hardcover,122.38,0.4,49.0,//www.additional_for_examination/63528
63529,Eclipse Spirit Destiny,Hannah Harris,Society & Social Sciences,Religious Groups Studies,Paperback,757.25,3.8,60.0,//www.additional_for_examination/63529
63530,Broken Whispering Chronicle Quest,Jacob,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,353.58,2.7,53.0,//www.additional_for_examination/63530
63531,Dragon Destiny Saga,Jonathan Garcia,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,954.35,1.4,74.0,//www.additional_for_examination/63531
63532,Noble Spring Dusk Timber,William Carter,Society & Social Sciences,Religious Groups Studies,Hardcover,538.18,4.1,2.0,//www.additional_for_examination/63532
63533,Scarlet Veil Forest Memory,James,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,876.53,3.4,69.0,//www.additional_for_examination/63533
63534,Emerald Noble Veil Destiny,Aaliyah,Society & Social Sciences,Religious Groups Studies,Hardcover,313.3,4.3,20.0,//www.additional_for_examination/63534
63535,Voyage Ocean Radiant,Madeline,Society & Social Sciences,Religious Groups Studies,Paperback,793.57,4.4,19.0,//www.additional_for_examination/63535
63536,Myth Ocean Broken Radiant,Christopher Walker,Society & Social Sciences,Religious Groups Studies,Paperback,387.01,2.0,47.0,//www.additional_for_examination/63536
63537,Crystal Dusk Shadowed,Michael,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,986.57,2.3,79.0,//www.additional_for_examination/63537
63538,Onyx Mirage Ruby,Charlotte,Society & Social Sciences,Religious Groups Studies,Paperback,69.24,2.0,22.0,//www.additional_for_examination/63538
63539,Rising Galaxy Silver,Mia Morgan,Society & Social Sciences,Religious Groups Studies,Kindle Edition,666.83,1.0,45.0,//www.additional_for_examination/63539
63540,Saga Eclipse Kingdom,Hannah Lewis,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,616.3,2.4,42.0,//www.additional_for_examination/63540
63541,Spirit Grace Stone,Ella,Society & Social Sciences,Religious Groups Studies,Hardcover,663.64,3.6,2.0,//www.additional_for_examination/63541
63542,Destiny Crystal Pulse,Samuel Baker,Society & Social Sciences,Religious Groups Studies,Kindle Edition,414.48,2.0,46.0,//www.additional_for_examination/63542
63543,Night Cascade Realm Stone,Aaliyah,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,12.68,2.7,16.0,//www.additional_for_examination/63543
63544,Destiny Frost Wild,James,Society & Social Sciences,Religious Groups Studies,Hardcover,53.29,3.0,41.0,//www.additional_for_examination/63544
63545,Fallen Eternal Memory,Olivia,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,557.26,1.4,29.0,//www.additional_for_examination/63545
63546,Willow Scarlet Kingdom Broken,Harper,Society & Social Sciences,Religious Groups Studies,Kindle Edition,552.53,1.8,13.0,//www.additional_for_examination/63546
63547,Blood Ash Wild,Stella,Society & Social Sciences,Religious Groups Studies,Kindle Edition,254.28,3.7,39.0,//www.additional_for_examination/63547
63548,Scarlet Sky Crescent Golden,Charlotte Davis,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,341.2,2.5,26.0,//www.additional_for_examination/63548
63549,Violet Fallen Galaxy Myth,Olivia Brown,Society & Social Sciences,Religious Groups Studies,Paperback,672.14,0.8,78.0,//www.additional_for_examination/63549
63550,Grace Storm Valley Legend,Penelope,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,642.42,4.3,42.0,//www.additional_for_examination/63550
63551,Grace Ocean Blossom Realm,Isaac Cooper,Society & Social Sciences,Religious Groups Studies,Hardcover,344.9,4.7,42.0,//www.additional_for_examination/63551
63552,Broken Sapphire Rising,Aiden King,Society & Social Sciences,Religious Groups Studies,Hardcover,949.81,1.5,66.0,//www.additional_for_examination/63552
63553,Eternal Dawn Fury,Olivia,Society & Social Sciences,Religious Groups Studies,Hardcover,952.51,4.1,19.0,//www.additional_for_examination/63553
63554,Broken Pulse Stone Wildfire,Mia,Society & Social Sciences,Religious Groups Studies,Paperback,895.65,2.4,22.0,//www.additional_for_examination/63554
63555,Fable Lunar Moon Harvest,Harper,Society & Social Sciences,Religious Groups Studies,Kindle Edition,180.22,1.1,39.0,//www.additional_for_examination/63555
63556,Quest Wave Day,Harper,Society & Social Sciences,Religious Groups Studies,Hardcover,326.31,0.6,82.0,//www.additional_for_examination/63556
63557,Secret Galaxy Fury Ancient,Liam,Society & Social Sciences,Religious Groups Studies,Paperback,943.55,0.3,97.0,//www.additional_for_examination/63557
63558,Golden Horizon Harmony Whispering,Samuel,Society & Social Sciences,Religious Groups Studies,Hardcover,262.6,4.6,11.0,//www.additional_for_examination/63558
63559,Pulse Kingdom Glimmer,Aria Taylor,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,87.13,2.3,82.0,//www.additional_for_examination/63559
63560,Violet Fallen Roaring Guardian,Laura,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,147.6,2.1,52.0,//www.additional_for_examination/63560
63561,Silver Chronicle Flare Secret,Ethan Hall,Society & Social Sciences,Religious Groups Studies,Paperback,994.25,0.1,3.0,//www.additional_for_examination/63561
63562,Timber Memory Myth Emerald,Evelyn,Society & Social Sciences,Religious Groups Studies,Kindle Edition,30.66,2.3,97.0,//www.additional_for_examination/63562
63563,Ember Shadowfall Solar,Roman Rogers,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,803.83,1.4,40.0,//www.additional_for_examination/63563
63564,Thunder Star Pulse,Riley Ward,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,504.47,4.3,24.0,//www.additional_for_examination/63564
63565,River Cascade Mirage Willow,Naomi Roberts,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,810.4,3.7,70.0,//www.additional_for_examination/63565
63566,Shadow Broken Willow Kingdom,Matthew Reed,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,836.59,4.0,82.0,//www.additional_for_examination/63566
63567,Legend Shadow Ember,Amelia King,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,94.24,0.7,57.0,//www.additional_for_examination/63567
63568,Journey Saga Willow Timber,Riley,Society & Social Sciences,Religious Groups Studies,Paperback,220.56,3.4,82.0,//www.additional_for_examination/63568
63569,Mountain Golden Guardian,Evan,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,74.51,1.5,15.0,//www.additional_for_examination/63569
63570,Eclipse Flare Roaring,Isabella Martin,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,366.12,4.9,80.0,//www.additional_for_examination/63570
63571,Rising Onyx Wild,Olivia,Society & Social Sciences,Religious Groups Studies,Kindle Edition,787.5,4.8,90.0,//www.additional_for_examination/63571
63572,Shadowfall Dark Crystal Pulse,Jacob,Society & Social Sciences,Religious Groups Studies,Kindle Edition,614.38,1.8,78.0,//www.additional_for_examination/63572
63573,Lost Wave Timber Sapphire,Julian Wright,Society & Social Sciences,Religious Groups Studies,Paperback,452.56,2.1,61.0,//www.additional_for_examination/63573
63574,Saga River Sapphire,Madeline,Society & Social Sciences,Religious Groups Studies,Kindle Edition,313.65,4.0,42.0,//www.additional_for_examination/63574
63575,Majestic Last Mirage,Adam,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,468.34,1.0,32.0,//www.additional_for_examination/63575
63576,Mountain Bronze Chronicle Silver,Clara,Society & Social Sciences,Religious Groups Studies,Hardcover,79.94,1.4,24.0,//www.additional_for_examination/63576
63577,Pulse Ancient Wave,Jacob Hill,Society & Social Sciences,Religious Groups Studies,Kindle Edition,27.66,1.3,5.0,//www.additional_for_examination/63577
63578,Veil Dream Light Dawn,Jason,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,624.88,4.2,35.0,//www.additional_for_examination/63578
63579,Bloom Fury Galaxy,Liam,Society & Social Sciences,Religious Groups Studies,Kindle Edition,472.51,1.1,84.0,//www.additional_for_examination/63579
63580,Wildfire Wildfire Star,Caleb Young,Society & Social Sciences,Religious Groups Studies,Paperback,739.97,2.7,96.0,//www.additional_for_examination/63580
63581,Iron Bronze Veil Secret,Nathan,Society & Social Sciences,Religious Groups Studies,Paperback,77.33,1.7,47.0,//www.additional_for_examination/63581
63582,Tide Whispering Nebula,Jacob,Society & Social Sciences,Religious Groups Studies,Kindle Edition,763.48,4.9,65.0,//www.additional_for_examination/63582
63583,Iron Secret Cinder,Ella Smith,Society & Social Sciences,Religious Groups Studies,Paperback,976.87,2.8,7.0,//www.additional_for_examination/63583
63584,Wave Crystal Galaxy,James,Society & Social Sciences,Religious Groups Studies,Kindle Edition,92.33,1.9,96.0,//www.additional_for_examination/63584
63585,Silver Day Obsidian Iron,Matthew Bell,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,244.45,3.9,53.0,//www.additional_for_examination/63585
63586,Bronze Ruby Found,Sarah,Society & Social Sciences,Religious Groups Studies,Hardcover,568.27,2.0,73.0,//www.additional_for_examination/63586
63587,Distant Shadowed Obsidian,Aaliyah,Society & Social Sciences,Religious Groups Studies,Kindle Edition,913.97,2.9,70.0,//www.additional_for_examination/63587
63588,Forest Spirit Crystal,Aaliyah,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,976.32,3.0,35.0,//www.additional_for_examination/63588
63589,Runestone Shattered Ember,Adrian Young,Society & Social Sciences,Religious Groups Studies,Paperback,950.49,1.5,45.0,//www.additional_for_examination/63589
63590,Majestic Blood Empire Harvest,Adam,Society & Social Sciences,Religious Groups Studies,Kindle Edition,183.72,0.2,94.0,//www.additional_for_examination/63590
